Booking ID,Status,Activity / Add-On,First Name,Last Name,Tickets / Items,Purchase Date,Activity Date,Activity Time,Promotion Code,Voucher Code,Bookings,Guests,List Price,Discount,Customer Fees,Total,Payable To You,Your Net Revenue,Notes,Payout Date,Payout Transaction ID
B-3ZAJZ6Z,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-07,2023-07-07,9:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.43,$9.73,,2023-07-12,100536057768152
B-JEZXRGJ,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-07,2023-07-07,8:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-12,100536057768152
B-JEZXRGJ,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-07-07,2023-07-07,8:30pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.89,$8.29,,2023-07-12,100536057768152
B-V4RG3WJ,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-07-08,2023-07-08,5:00pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.89,$8.29,,2023-07-13,100536058054379
B-V4RG3WJ,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-08,2023-07-08,5:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-07-13,100536058054379
B-3ZA8MEY,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-07,2023-07-08,10:30pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.05,$28.95,,2023-07-12,100536057768152
B-3ZA8MEY,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-07,2023-07-08,10:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.53,$14.48,,2023-07-12,100536057768152
B-DPN976P,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-30,2023-07-08,9:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-06,100536057422050
B-DPN976P,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-06-30,2023-07-08,9:30pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-07-06,100536057422050
B-DPN976P,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-30,2023-07-08,9:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.36,$29.26,,2023-07-06,100536057422050
B-DPN976P,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-08,2023-07-08,9:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-DPN976P,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-08,2023-07-08,9:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-DPN976P,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-08,2023-07-08,9:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-NZPP7K3,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-06-10,2023-07-09,2:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.75,$16.55,,2023-06-15,100536056503224
B-NZPP7K3,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-09,2023-07-09,2:00pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-8P54P9E,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-06-29,2023-07-09,3:15pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.88,$19.48,Custom message: Happy birthday my love,2023-07-05,100536057360375
B-V46MNNJ,fulfilled,Water,XXXXX,XXXXX,1x Water,2023-06-27,2023-07-09,12:00pm,,,1,0,$1.00,$0.00,$0.13,$1.13,$1.05,$0.98,,2023-06-30,100536057183217
B-X9JEGX7,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-07-10,2023-07-10,6:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-X9JEGX7,fulfilled,Wreck It Tee,XXXXX,XXXXX,Refund,2023-07-10,2023-07-10,6:30pm,,,0,0,-$4.25,$0.00,-$0.55,-$4.80,-$4.55,-$4.25,,2023-07-13,100536058054379
B-X9JEGX7,fulfilled,Color bomb,XXXXX,XXXXX,5x (1) Color Bomb,2023-07-10,2023-07-10,6:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-X9JEGX7,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-06-23,2023-07-10,6:30pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.94,$19.54,,2023-06-28,100536057088249
B-X9JEGX7,fulfilled,Large Item,XXXXX,XXXXX,2x Large Item,2023-06-23,2023-07-10,6:30pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.42,$29.32,,2023-06-28,100536057088249
B-X9JEGX7,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-23,2023-07-10,6:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.71,$14.66,,2023-06-28,100536057088249
B-X9JEGX7,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-07-10,2023-07-10,6:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-X9JEGX7,fulfilled,Color bomb,XXXXX,XXXXX,5x (1) Color Bomb,2023-06-23,2023-07-10,6:30pm,,,1,0,$42.50,$0.00,$5.55,$48.05,$44.55,$41.55,,2023-06-28,100536057088249
B-X9JEGX7,fulfilled,Large Item,XXXXX,XXXXX,2x Large Item,2023-07-10,2023-07-10,6:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-X9JEGX7,fulfilled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-06-23,2023-07-10,6:30pm,,,0,0,$60.00,$0.00,$7.80,$67.80,$62.83,$58.63,,2023-06-28,100536057088249
B-X9JEGX7,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-10,2023-07-10,6:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-X9JEGX7,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-07-10,2023-07-10,6:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-X9JEGX7,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-06-23,2023-07-10,6:30pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.10,$1.96,,2023-06-28,100536057088249
B-X9JEGX7,fulfilled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-07-10,2023-07-10,6:30pm,,,0,0,-$55.75,$0.00,-$7.25,-$63.00,-$58.38,-$54.48,,2023-07-13,100536058054379
B-X9JEGX7,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-06-23,2023-07-10,6:30pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.94,$19.54,,2023-06-28,100536057088249
B-WNA3XWD,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-10,2023-07-10,7:30pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.43,$9.73,,2023-07-13,100536058054379
B-ZGDDJ6Z,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-11,2023-07-11,8:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-07-14,100536058138332
B-67DDAZD,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-11,2023-07-11,8:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-07-14,100536058138332
B-67DDAZD,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-11,2023-07-11,8:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-14,100536058138332
B-67DDAZD,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-07-11,2023-07-11,8:00pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-07-14,100536058138332
B-9X8V7J3,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-07-10,2023-07-11,6:00pm,,,1,0,$20.00,$0.00,$1.40,$21.40,$20.88,$19.48,,2023-07-13,100536058054379
B-X9KEV86,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-12,2023-07-12,5:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.43,$9.73,,2023-07-17,100536058406260
B-MEM6A5N,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-12,2023-07-12,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-17,100536058406260
B-KYEMXX5,canceled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-03,2023-07-12,4:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.47,$9.77,,2023-07-07,100536057539648
B-KYEMXX5,canceled,Crate of Glass,XXXXX,XXXXX,Refund,2023-07-11,2023-07-12,4:00pm,,,0,0,-$10.00,$0.00,-$1.30,-$11.30,-$10.47,-$9.77,,2023-07-14,100536058138332
B-KYEMXX5,canceled,Custom Message,XXXXX,XXXXX,Refund,2023-07-11,2023-07-12,4:00pm,,,0,0,-$20.00,$0.00,-$2.60,-$22.60,-$20.94,-$19.54,,2023-07-14,100536058138332
B-KYEMXX5,canceled,Color bomb,XXXXX,XXXXX,Refund,2023-07-11,2023-07-12,4:00pm,,,0,0,-$17.00,$0.00,-$2.22,-$19.22,-$17.81,-$16.61,,2023-07-14,100536058138332
B-KYEMXX5,canceled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-03,2023-07-12,4:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.81,$16.61,,2023-07-07,100536057539648
B-KYEMXX5,canceled,Custom Message,XXXXX,XXXXX,1x Adult,2023-07-03,2023-07-12,4:00pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.94,$19.54,,2023-07-07,100536057539648
B-RA37DJ8,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-06,2023-07-13,6:00pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-RA37DJ8,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-06,2023-07-13,6:00pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-RA37DJ8,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-06,2023-07-13,6:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-11,100536057679144
B-RA37DJ8,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-06,2023-07-13,6:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-11,100536057679144
B-EJR9W79,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-10,2023-07-13,3:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-13,100536058054379
B-EJR9W79,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-10,2023-07-13,3:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-07-13,100536058054379
B-AG67PJW,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-13,2023-07-13,5:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-07-18,100536058472648
B-67D6Y5R,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-07-13,2023-07-13,4:15pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-07-17,100536058406260
B-67D6Y5R,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-13,2023-07-13,4:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-07-17,100536058406260
B-AG3EWAK,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-12,2023-07-13,2:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-07-17,100536058406260
B-WNAVW6E,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-08,2023-07-13,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-13,100536058054379
B-JEDWE5X,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-07-14,2023-07-14,7:30pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$21.40,$20.00,,2023-07-19,100536058532087
B-ZGK6XEM,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-13,2023-07-14,6:30pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.75,$16.55,,2023-07-18,100536058472648
B-WNAZJE5,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-12,2023-07-14,8:30pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-07-17,100536058406260
B-WNAZJE5,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-12,2023-07-14,8:30pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.78,$16.58,,2023-07-17,100536058406260
B-WNAZJE5,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-12,2023-07-14,8:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-07-17,100536058406260
B-WNAZJE5,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-07-12,2023-07-14,8:30pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.91,$19.51,,2023-07-17,100536058406260
B-WNAZJE5,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-07-14,2023-07-14,8:30pm,,,0,0,-$20.00,$0.00,-$2.60,-$22.60,-$20.91,-$19.51,,,
B-9X86PWP,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-15,2023-07-15,1:00pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.33,-$29.23,,,
B-9X86PWP,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-06,2023-07-15,1:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-07-11,100536057679144
B-DPV58JX,fulfilled,Crate of Glass,XXXXX,XXXXX,Refund,2023-07-17,2023-07-15,5:00pm,,,0,0,$0.00,$0.00,$0.00,$0.00,-$0.02,-$0.02,,2023-07-20,100536058590851
B-DPV58JX,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-07-15,2023-07-15,5:00pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.94,$19.54,,2023-07-20,100536058590851
B-ME8Y89D,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-14,2023-07-15,1:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.70,$16.50,,2023-07-19,100536058532087
B-GJAEZAG,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-15,2023-07-15,9:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-20,100536058590851
B-3ZAGKW6,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-13,2023-07-15,3:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.44,$9.74,,2023-07-18,100536058472648
B-3ZAGKW6,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-15,2023-07-15,3:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-20,100536058590851
B-3ZAGKW6,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-13,2023-07-15,3:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-07-18,100536058472648
B-AG6GRAK,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-15,2023-07-16,3:15pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-07-20,100536058590851
B-AG6GRAK,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-16,2023-07-16,3:15pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.35,-$29.25,,,
B-AG6GRAK,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-15,2023-07-16,3:15pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-20,100536058590851
B-55ZXP6A,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-13,2023-07-16,2:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-07-18,100536058472648
B-55ZXP6A,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-07-13,2023-07-16,2:00pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-07-18,100536058472648
B-ZGD9PEW,confirmed,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-07-09,2023-07-16,5:30pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.77,$8.17,,2023-07-13,100536058054379
B-WNAP858,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-09,2023-07-16,4:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-13,100536058054379
B-JEDM9RR,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-16,2023-07-16,12:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-20,100536058590851
B-JEDM9RR,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-16,2023-07-16,12:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-20,100536058590851
B-JEDM9RR,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-16,2023-07-16,12:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.78,$16.58,,2023-07-20,100536058590851
B-ZG74EAZ,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-06-29,2023-07-16,5:00pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.92,$19.52,,2023-07-05,100536057360375
B-ZG74EAZ,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-07-08,2023-07-16,5:00pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-9XY6NDY,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-16,2023-07-17,7:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-07-20,100536058590851
B-9XYN9J3,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-17,2023-07-18,5:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-07-20,100536058590851
B-9XYN9J3,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-17,2023-07-18,5:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.37,$29.27,,2023-07-20,100536058590851
B-9XYN9J3,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-17,2023-07-18,5:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-20,100536058590851
B-4RD9WA4,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-19,2023-07-19,7:30pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-24,100536058696538
B-JEDMWPV,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-15,2023-07-20,5:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-20,100536058590851
B-EJ77ZV3,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-21,2023-07-21,4:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.52,$14.47,,2023-07-26,100536058783405
B-KYZ78WV,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-07-17,2023-07-21,9:30pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.90,$8.30,,2023-07-20,100536058590851
B-KYZ78WV,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-17,2023-07-21,9:30pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.47,$9.77,,2023-07-20,100536058590851
B-KYZ78WV,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-17,2023-07-21,9:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-07-20,100536058590851
B-4RDV944,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-19,2023-07-21,6:15pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-24,100536058696538
B-4RDV944,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-19,2023-07-21,6:15pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-24,100536058696538
B-4RDV944,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-07-19,2023-07-21,6:15pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.89,$8.29,,2023-07-24,100536058696538
B-4RDV944,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-19,2023-07-21,6:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-24,100536058696538
B-RA9GXV9,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-07-22,2023-07-22,5:00pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.87,$8.27,GIFT CARD,2023-07-27,100536058822215
B-EJEX96A,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-07-22,2023-07-22,7:15pm,,,1,0,$2.00,$0.00,$0.26,$2.26,$2.06,$1.92,,2023-07-27,100536058822215
B-GJAKWDW,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-20,2023-07-22,8:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-25,100536058737811
B-Y6AZKVD,fulfilled,Water,XXXXX,XXXXX,3x Water,2023-07-18,2023-07-23,5:30pm,,,0,0,$3.00,$0.00,$0.39,$3.39,$3.15,$2.94,,2023-07-21,100536058650410
B-Y6AZKVD,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-18,2023-07-23,5:30pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-21,100536058650410
B-Y6AZKVD,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-18,2023-07-23,5:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-07-21,100536058650410
B-9XY8VXY,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-23,2023-07-23,4:00pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.65,-$14.60,,,
B-9XY8VXY,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-20,2023-07-23,4:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-25,100536058737811
B-67JDAVG,canceled,FUBAR Booster,XXXXX,XXXXX,Refund,2023-07-23,2023-07-23,2:00pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.33,-$29.23,,2023-07-27,100536058822215
B-67JDAVG,canceled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-08,2023-07-23,2:00pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-67JDAVG,canceled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-02,2023-07-23,2:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-07-07,100536057539648
B-RA9PGVX,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-25,2023-07-25,8:00pm,,,0,0,$30.00,$0.00,$2.10,$32.10,$31.43,$29.33,,2023-07-28,100536058872760
B-AG39P3A,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-07-06,2023-07-25,6:45pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.90,$19.50,,2023-07-11,100536057679144
B-AG39P3A,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-06,2023-07-25,6:45pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.78,$16.58,,2023-07-11,100536057679144
B-AG39P3A,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-25,2023-07-25,6:45pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-AG39P3A,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-07-25,2023-07-25,6:45pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-ME6ERKK,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-24,2023-07-25,8:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-27,100536058822215
B-55Z3PN7,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-21,2023-07-28,8:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-07-26,100536058783405
B-DPZK9VE,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-07-23,2023-07-28,9:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-07-27,100536058822215
B-DPZK9VE,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-23,2023-07-28,9:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-07-27,100536058822215
B-AGK9GNZ,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-07-24,2023-07-28,8:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-07-27,100536058822215
B-AGK9GNZ,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-07-24,2023-07-28,8:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-07-27,100536058822215
B-AGK9GNZ,fulfilled,Wreck It Tee,XXXXX,XXXXX,1x Wreck It Tee,2023-07-28,2023-07-28,8:00pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.37,-$29.27,,,
B-AGK9GNZ,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-07-24,2023-07-28,8:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.79,$16.59,,2023-07-27,100536058822215
B-AGK9GNZ,fulfilled,Wreck It Tee,XXXXX,XXXXX,1x Wreck It Tee,2023-07-24,2023-07-28,8:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.37,$29.27,,2023-07-27,100536058822215
B-RAR8895,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-07-29,2023-07-29,4:45pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-08-03,100536059209154
