Booking ID,Status,Activity / Add-On,First Name,Last Name,Tickets / Items,Purchase Date,Activity Date,Activity Time,Promotion Code,Voucher Code,Bookings,Guests,List Price,Discount,Customer Fees,Total,Payable To You,Your Net Revenue,Notes,Payout Date,Payout Transaction ID
B-3ZP96NR,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-19,2023-02-19,17:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-02-23,100536049739247
B-3ZP96NR,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-11,2023-02-19,17:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.11,$43.01,,2023-02-16,100536049497261
B-55P8578,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-02-03,2023-02-19,15:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-08,100536048637965
B-774W6EK,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-26,2023-02-19,12:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-31,100536048276517
B-774W6EK,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-19,2023-02-19,12:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-02-23,100536049739247
B-WNW46YK,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-02-19,2023-02-19,14:45,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.90,$71.74,,2023-02-23,100536049739247
B-WNW46YK,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-02-16,2023-02-19,14:45,,,0,0,$66.36,$0.00,$8.64,$75.00,$69.38,$64.73,,2023-02-22,100536049683339
B-8P9Y8VK,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-18,2023-02-20,17:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.22,$43.12,,2023-02-23,100536049739247
B-8P9Y8VK,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-20,2023-02-20,17:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-02-23,100536049739247
B-KYXX4GP,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-02-20,2023-02-20,17:00,,,0,0,$117.30,$0.00,$15.24,$132.54,$122.78,$114.56,,,
B-KYXX4GP,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-02-19,2023-02-20,17:00,,,1,6,$132.72,$0.00,$17.28,$150.00,$138.87,$129.57,,2023-02-23,100536049739247
B-RAY53RX,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-20,2023-02-21,17:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-23,100536049739247
B-RAY53RX,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-21,2023-02-21,17:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.23,$54.33,,,
B-JEXYWMZ,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-15,2023-02-21,18:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-21,100536049634060
B-JEXXNYN,confirmed,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-02-22,2023-02-22,20:30,,,0,0,$117.30,$0.00,$15.24,$132.54,$122.78,$114.56,,,
B-JEXXNYN,confirmed,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-02-19,2023-02-22,20:30,,,0,0,$132.72,$0.00,$17.28,$150.00,$138.90,$129.60,,2023-02-23,100536049739247
B-AG4576A,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-02-13,2023-02-22,19:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.24,$43.14,,2023-02-16,100536049497261
B-AG4576A,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-02-22,2023-02-22,19:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.25,$54.35,,,
B-77NX4VR,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-23,2023-02-23,19:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.20,$54.30,,,
B-77NX4VR,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-20,2023-02-23,19:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.18,$43.08,,2023-02-23,100536049739247
B-V4YY894,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-19,2023-02-23,20:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-23,100536049739247
B-V4YY894,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-23,2023-02-23,20:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.23,$54.33,,,
B-NZYJ3PE,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-23,2023-02-23,21:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.20,$54.30,,,
B-NZYJ3PE,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-23,2023-02-23,21:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-28,100536049907941
B-RAYXYP9,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-02-23,2023-02-23,19:00,,,0,0,$124.40,$0.00,$16.15,$140.55,$130.20,$121.50,,,
B-RAYXYP9,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-02-23,2023-02-23,19:00,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,,
B-RAYXYP9,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-02-16,2023-02-23,19:00,,,0,0,$110.60,$0.00,$14.40,$125.00,$115.71,$107.96,,2023-02-22,100536049683339
B-JEX86MX,fulfilled,Hammered,XXXXX,XXXXX,1x Adult,2023-02-23,2023-02-23,17:30,,,0,0,$39.03,$0.00,$5.07,$44.10,$40.69,$37.96,,,
B-JEX86MX,fulfilled,Hammered,XXXXX,XXXXX,1x Adult,2023-02-15,2023-02-23,17:30,,,0,0,$30.97,$0.00,$4.03,$35.00,$32.24,$30.07,,2023-02-21,100536049634060
B-KYX7WYP,confirmed,Fat Glass,XXXXX,XXXXX,1x Adult,2023-02-22,2023-02-23,16:00,,,1,1,$140.00,$0.00,$9.80,$149.80,$146.65,$136.85,,2023-02-27,100536049847894
B-9X6WDWP,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,18:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$59.66,$55.76,,2023-03-02,100536050029204
B-9X6WDWP,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-24,2023-02-25,18:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-03-01,100536049974685
B-8P9VRRE,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,19:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-02,100536050029204
B-8P9VRRE,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-24,2023-02-25,19:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.24,$43.14,,2023-03-01,100536049974685
B-AGARY6Z,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-02-23,2023-02-25,20:30,,,1,3,$66.36,$0.00,$8.64,$75.00,$69.29,$64.64,,2023-02-28,100536049907941
B-AGARY6Z,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-02-25,2023-02-25,20:30,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.90,$71.74,,2023-03-02,100536050029204
B-ZGNMP9W,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,16:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-02,100536050029204
B-ZGNMP9W,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-12,2023-02-25,16:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-16,100536049497261
B-P5YGR9Y,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-21,2023-02-25,15:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.17,$43.07,,2023-02-24,100536049770140
B-P5YGR9Y,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,15:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-02,100536050029204
B-4R57RYN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,17:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.24,$54.34,,,
B-4R57RYN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-22,2023-02-25,17:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.15,$43.05,,2023-02-27,100536049847894
B-DPAR8KY,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-24,2023-02-25,20:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.18,$43.08,,2023-03-01,100536049974685
B-DPAR8KY,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,20:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-02,100536050029204
B-NZYE448,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,22:00,,,1,2,$100.00,$0.00,$7.00,$107.00,$104.71,$97.71,,,
B-AG48AM9,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-03,2023-02-25,21:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.18,$43.08,,2023-02-08,100536048637965
B-AG48AM9,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,21:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.20,$54.30,,,
B-DPA45XP,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-22,2023-02-25,12:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-27,100536049847894
B-DPA45XP,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-25,12:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-02,100536050029204
B-EJ3ZX94,fulfilled,Fat Glass,XXXXX,XXXXX,2x Adult,2023-02-13,2023-02-26,15:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.17,$43.07,,2023-02-16,100536049497261
B-EJ3ZX94,fulfilled,Fat Glass,XXXXX,XXXXX,2x Adult,2023-02-26,2023-02-26,15:00,,,0,0,$95.76,$0.00,$12.44,$108.20,$100.17,$93.47,,,
B-RAYMJRE,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-02-24,2023-02-26,16:00,,,1,5,$110.60,$0.00,$14.40,$125.00,$115.67,$107.92,,2023-03-01,100536049974685
B-RAYMJRE,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-02-26,2023-02-26,16:00,,,0,0,$139.40,$0.00,$18.10,$157.50,$145.86,$136.11,,2023-03-02,100536050029204
B-JEX7NPR,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-02-26,2023-02-26,14:00,,,1,4,$140.00,$0.00,$9.80,$149.80,$146.65,$136.85,,2023-03-02,100536050029204
B-GJX9NWA,confirmed,Smashed *Most Popular*,XXXXX,XXXXX,4x Adult,2023-02-23,2023-02-26,14:00,,,1,4,$88.48,$0.00,$11.52,$100.00,$92.48,$86.28,,2023-02-28,100536049907941
B-3Z345XD,confirmed,Fat Glass,XXXXX,XXXXX,4x Adult,2023-02-26,2023-02-26,17:00,,,1,4,$140.00,$0.00,$9.80,$149.80,$146.71,$136.91,,,
B-DPA3Y4N,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,16:00,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.25,$7.69,,,
B-DPA3Y4N,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-02-26,2023-02-27,16:00,,,0,0,$61.94,$0.00,$8.06,$70.00,$64.72,$60.38,,2023-03-02,100536050029204
B-4R5M6MZ,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,19:00,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.34,$7.78,,,
B-4R5M6MZ,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-27,19:00,,,0,0,$61.94,$0.00,$8.06,$70.00,$64.71,$60.37,,2023-03-02,100536050029204
B-ZGYDG8Z,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-02-27,2023-02-27,18:00,,,1,2,$66.36,$0.00,$8.64,$75.00,$69.29,$64.64,,2023-03-02,100536050029204
B-ZGYDG8Z,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-02-27,2023-02-27,18:00,,,0,0,$0.00,$0.00,-$0.02,$0.00,$0.01,$0.02,,2023-03-02,100536050029204
B-GJXK5K3,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,17:00,,,0,0,$61.94,$0.00,$8.06,$70.00,$64.69,$60.35,,2023-03-02,100536050029204
B-GJXK5K3,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,17:00,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.30,$7.74,,,
B-AGANJPN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-25,2023-02-27,18:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.17,$43.07,,2023-03-02,100536050029204
B-AGANJPN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,18:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.24,$54.34,,,
B-NZYW7VJ,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-02-26,2023-02-27,20:00,,,1,2,$61.94,$0.00,$8.06,$70.00,$64.65,$60.31,,2023-03-02,100536050029204
B-NZYW7VJ,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,20:00,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.32,$7.76,,,
B-WNWERN4,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-22,2023-02-27,17:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-27,100536049847894
B-WNWERN4,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,17:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-02,100536050029204
B-MEXMZVY,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,19:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-03-02,100536050029204
B-MEXMZVY,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-27,2023-02-27,19:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-02,100536050029204
B-77ND54V,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-03-02,2023-03-02,16:00,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.15,$7.59,,2023-03-07,100536050253351
B-77ND54V,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-03-02,2023-03-02,16:00,,,0,0,$61.94,$0.00,$8.06,$70.00,$64.78,$60.44,,2023-03-07,100536050253351
B-V4YVVKE,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-28,2023-03-02,20:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-03-03,100536050090799
B-X9X38VG,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-03-02,2023-03-02,17:30,,,0,0,$109.86,$0.00,$7.68,$117.54,$115.01,$107.33,,2023-03-07,100536050253351
B-X9X38VG,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-02-14,2023-03-02,17:30,,,1,6,$140.16,$0.00,$9.84,$150.00,$146.85,$137.01,,2023-02-17,100536049550849
B-4R5ADRG,fulfilled,Fat Glass,XXXXX,XXXXX,2x Adult,2023-03-03,2023-03-03,16:45,,,0,0,$95.76,$0.00,$12.44,$108.20,$100.16,$93.46,,,
B-4R5ADRG,fulfilled,Fat Glass,XXXXX,XXXXX,2x Adult,2023-03-02,2023-03-03,16:45,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-03-07,100536050253351
B-KYDMV8R,canceled,Couples,XXXXX,XXXXX,2x Adult,2023-03-03,2023-03-03,21:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-03-08,100536050301305
B-KYDMV8R,canceled,Couples,XXXXX,XXXXX,Refund,2023-03-03,2023-03-03,21:30,,,0,0,-$44.24,$0.00,-$5.76,-$50.00,-$46.09,-$42.99,,2023-03-08,100536050301305
B-RA5KMKE,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,3x Adult,2023-03-03,2023-03-03,19:00,,,0,0,$183.63,$0.00,$23.85,$207.48,$192.23,$179.39,Happy Birthday Emily,2023-03-08,100536050301305
B-RA5KMKE,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,3x Adult,2023-03-03,2023-03-03,19:00,,,0,0,$66.36,$0.00,$8.64,$75.00,$69.36,$64.71,Happy Birthday Emily,2023-03-08,100536050301305
B-KYXV94P,canceled,Couples,XXXXX,XXXXX,Refund,2023-03-03,2023-03-03,20:30,,,0,0,-$44.24,$0.00,-$5.76,-$50.00,-$46.09,-$42.99,,2023-03-08,100536050301305
B-KYXV94P,canceled,Couples,XXXXX,XXXXX,2x Adult,2023-02-23,2023-03-03,20:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-02-28,100536049907941
B-JEX4MJ4,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-03-04,2023-03-04,19:00,,,0,0,$51.52,$0.00,$6.68,$58.20,$53.71,$50.11,,2023-03-09,100536050339930
B-JEX4MJ4,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-02-28,2023-03-04,19:00,,,0,0,$88.48,$0.00,$11.52,$100.00,$92.56,$86.36,,2023-03-03,100536050090799
B-GJX43XG,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-02,2023-03-04,13:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.23,$43.13,,2023-03-07,100536050253351
B-GJX43XG,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-04,2023-03-04,13:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-09,100536050339930
B-GR5D8MV,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-04,2023-03-04,17:00,,,0,0,$69.92,$0.00,$9.10,$79.00,$73.07,$68.17,,,
B-9X6RJND,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-02-28,2023-03-04,14:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.28,$43.18,happy birthday babe,2023-03-03,100536050090799
B-9X6RJND,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-04,2023-03-04,14:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$59.66,$55.76,happy birthday babe,2023-03-09,100536050339930
B-77XYN6K,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-03-03,2023-03-04,18:00,,,1,6,$132.72,$0.00,$17.28,$150.00,$138.87,$129.57,,2023-03-08,100536050301305
B-77XYN6K,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-03-04,2023-03-04,18:00,,,0,0,$117.30,$0.00,$15.24,$132.54,$122.70,$114.48,,,
B-AGYV475,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-04,2023-03-04,15:45,,,1,2,$100.00,$0.00,$7.00,$107.00,$104.67,$97.67,,2023-03-09,100536050339930
B-JEGYN44,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-03-04,2023-03-04,21:00,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.98,$71.82,,,
B-JEGYN44,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-03-04,2023-03-04,21:00,,,0,0,$66.36,$0.00,$8.64,$75.00,$69.38,$64.73,,2023-03-09,100536050339930
B-3Z3YRVZ,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-03-04,2023-03-04,14:00,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.90,$71.74,,2023-03-09,100536050339930
B-3Z3YRVZ,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-02-22,2023-03-04,14:00,,,0,0,$66.36,$0.00,$8.64,$75.00,$69.32,$64.67,,2023-02-27,100536049847894
B-4R5XDMD,fulfilled,Fat Glass,XXXXX,XXXXX,2x Adult,2023-03-03,2023-03-04,22:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.22,$43.12,,2023-03-07,100536050253351
B-4R5XDMD,fulfilled,Fat Glass,XXXXX,XXXXX,2x Adult,2023-03-04,2023-03-04,22:30,,,0,0,$95.76,$0.00,$12.44,$108.20,$100.18,$93.48,,,
B-3ZJ6XE6,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-03-04,2023-03-04,15:15,,,0,0,$51.52,$0.00,$6.68,$58.20,$53.78,$50.18,,2023-03-09,100536050339930
B-3ZJ6XE6,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-03-03,2023-03-04,15:15,,,0,0,$88.48,$0.00,$11.52,$100.00,$92.53,$86.33,,2023-03-08,100536050301305
B-AGAE5G5,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-04,2023-03-04,15:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-09,100536050339930
B-AGAE5G5,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-02,2023-03-04,15:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.17,$43.07,,2023-03-07,100536050253351
B-NZNVX3D,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-04,2023-03-04,16:45,,,1,2,$100.00,$0.00,$7.00,$107.00,$104.67,$97.67,,2023-03-09,100536050339930
B-DPXMD4G,fulfilled,Obliterated,XXXXX,XXXXX,8x Adult,2023-03-05,2023-03-05,14:30,,,0,0,$88.48,$0.00,$11.60,$100.00,$92.48,$86.24,,,
B-DPXMD4G,fulfilled,Obliterated,XXXXX,XXXXX,8x Adult,2023-03-04,2023-03-05,14:30,,,1,8,$353.92,$0.00,$46.00,$400.00,$370.90,$346.10,,2023-03-09,100536050339930
B-DPXMD4G,fulfilled,Obliterated,XXXXX,XXXXX,8x Adult,2023-03-05,2023-03-05,14:30,,,0,0,$57.60,$0.00,$7.44,$65.04,$61.60,$57.60,,2023-03-09,100536050339930
B-3ZJ7WZP,fulfilled,Obliterated,XXXXX,XXXXX,7x Adult,2023-03-06,2023-03-06,16:00,,,0,0,$190.26,$0.00,$24.71,$214.97,$199.29,$185.99,,,
B-3ZJ7WZP,fulfilled,Obliterated,XXXXX,XXXXX,7x Adult,2023-03-05,2023-03-06,16:00,,,0,0,$309.68,$0.00,$40.32,$350.00,$324.51,$302.81,,2023-03-09,100536050339930
B-WN9NR4D,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-06,2023-03-06,20:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-03-09,100536050339930
B-WN9NR4D,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-06,2023-03-06,20:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-09,100536050339930
B-RA5A6XX,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,4x Adult,2023-03-06,2023-03-06,17:15,,,0,0,$161.52,$0.00,$21.00,$182.52,$169.16,$157.84,,,
B-RA5A6XX,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,4x Adult,2023-03-06,2023-03-06,17:15,,,0,0,$88.48,$0.00,$11.52,$100.00,$92.68,$86.48,,2023-03-09,100536050339930
B-NZNGX53,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-03-07,2023-03-07,20:15,,,0,0,$66.36,$0.00,$8.64,$75.00,$69.35,$64.70,,2023-03-10,100536050403410
B-NZNGX53,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-03-07,2023-03-07,20:15,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.90,$71.74,,2023-03-10,100536050403410
B-V4Y6AR4,confirmed,Smashed *Most Popular*,XXXXX,XXXXX,1x Adult,2023-02-26,2023-03-07,16:00,,,1,1,$22.12,$0.00,$2.88,$25.00,$22.89,$21.34,,2023-03-02,100536050029204
B-KYXN83M,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-03-08,2023-03-08,20:00,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.98,$71.82,,,
B-KYXN83M,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-03-01,2023-03-08,20:00,,,1,3,$66.36,$0.00,$8.64,$75.00,$69.29,$64.64,,2023-03-03,100536050090799
B-JEGX5DA,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-08,2023-03-08,20:45,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-13,100536050462463
B-JEGX5DA,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-08,2023-03-08,20:45,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.32,$43.22,,2023-03-13,100536050462463
B-8PDY99R,confirmed,Hammered,XXXXX,XXXXX,1x Adult,2023-03-06,2023-03-08,20:15,,,0,0,$30.97,$0.00,$4.03,$35.00,$32.27,$30.10,,2023-03-09,100536050339930
B-9XD6VP3,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-03-08,2023-03-08,21:15,,,1,2,$61.94,$0.00,$8.06,$70.00,$64.65,$60.31,,2023-03-13,100536050462463
B-9XD6VP3,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-03-08,2023-03-08,21:15,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.32,$7.76,,,
B-RA54GJA,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-10,2023-03-10,21:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.17,$43.07,,2023-03-15,100536050999615
B-RA54GJA,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-10,2023-03-10,21:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.27,$54.37,,,
B-3ZJYD8Z,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-10,2023-03-10,22:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-03-15,100536050999615
B-3ZJYD8Z,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-10,2023-03-10,22:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$59.66,$55.76,,2023-03-15,100536050999615
B-55D555A,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-10,2023-03-10,17:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-03-15,100536050999615
B-55D555A,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-03-05,2023-03-10,17:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.15,$43.05,,2023-03-09,100536050339930
